transaction_id,order_id,payment_method,transaction_amount,transaction_date,success_flag
3765.0,682,Cash,4326,01/11/2001,maybe
3766.0,999999,,2737,2023-03-32,N
3767.0,506,card,-1381.0212876803578,2021-08-04,N
3768.0,4921,CASH,384.8538654811068,2023-03-32,N
3769.0,3285,,NaN,2023-03-32,Y
3770.0,1132,Card,NaN,2003-01-27,N
3771.0,999999,Cash,NaN,2023-03-32,maybe
3772.0,3990,CASH,1581.52082406591,26/08/1984,N
3773.0,2131,Crypto,NaN,,N
3774.0,2513,card,2204,20/04/1994,Y
3775.0,328,Card,742.454693829528,2023-03-32,Y
3776.0,2833,Card,NaN,1983-05-26,maybe
3777.0,3081,Crypto,NaN,02/01/1985,Y
3778.0,2692,,NaN,1975-04-15,
3779.0,2280,,-1322.9690140010368,,N
3780.0,2748,Card,-1542.5111446207218,2023-03-32,N
3781.0,2586,Card,NaN,,maybe
3782.0,3481,card,4447.892621491591,29/06/2019,N
3783.0,1680,Card,-1478.5710232975673,2023-03-32,
3784.0,411,card,155,2023-03-32,maybe
3785.0,3591,CASH,-526.6865505156882,25/04/2014,Y
3786.0,1816,Cash,4102,,Y
3787.0,4538,,3104,1983-07-11,
3788.0,4727,Crypto,1278,2023-03-32,maybe
3789.0,999999,CASH,4296.391347006845,,Y
3790.0,999999,card,3485,2023-03-32,N
3791.0,3430,Cash,NaN,17/06/1993,maybe
3792.0,157,CASH,1219.3563575529115,,
3793.0,106,Card,NaN,13/06/2016,Y
3794.0,4150,Crypto,4384,15/11/1986,N
3795.0,2693,card,NaN,,maybe
3796.0,999999,Card,4249.802960429789,2025-06-03,N
3797.0,999999,Crypto,NaN,2023-03-32,N
3798.0,3635,,NaN,1981-08-31,
,3662,,NaN,2023-03-32,maybe
3800.0,999999,,3041,2024-08-31,
3801.0,1301,Crypto,-592.6377447890868,,
3802.0,4522,card,NaN,,maybe
3803.0,3182,card,-1504.6328092014805,2023-03-32,maybe
3804.0,2012,,2507,1995-10-04,
3805.0,2790,card,NaN,,Y
3806.0,3578,Card,NaN,1997-05-15,Y
3807.0,2477,Crypto,-436.2111551428022,2023-03-32,Y
3808.0,840,CASH,4293,2023-03-32,N
3809.0,2373,,3530,,maybe
3810.0,3462,Cash,NaN,1978-02-19,N
3811.0,1980,Card,1453.658867627952,26/09/2019,Y
3812.0,4371,Cash,3879,1973-04-07,Y
3813.0,4231,card,NaN,06/01/1993,N
3814.0,1524,Crypto,3726,2023-03-32,N
3815.0,270,Card,NaN,2023-03-32,maybe
3816.0,498,card,715,11/08/1980,N
3817.0,3126,Crypto,2724.05002519352,1983-07-31,N
3818.0,3395,Crypto,NaN,2023-03-32,N
3819.0,508,card,NaN,2023-03-32,maybe
3820.0,741,Crypto,NaN,2023-03-32,N
3821.0,460,Crypto,-1429.1721208944095,2004-07-08,N
3822.0,1434,,242.23103248641064,2023-03-32,Y
3823.0,2398,card,535,1972-03-27,Y
3824.0,2637,Cash,NaN,10/08/2002,maybe
3825.0,3617,,NaN,2023-03-32,
3826.0,3432,CASH,NaN,,maybe
3827.0,999999,Card,2890.9664122223257,2023-03-32,N
3828.0,4422,Card,NaN,,maybe
3829.0,999999,,3376.6049989599405,1976-07-31,Y
3830.0,912,card,104,2023-03-32,Y
3831.0,1289,CASH,NaN,1992-12-08,
3832.0,2861,,2037,2023-03-32,
3833.0,4575,card,4248.294488098405,10/06/1975,Y
3834.0,1940,Card,4475,2023-03-32,maybe
3835.0,2725,Crypto,3982,,Y
3836.0,1694,,-1123.9896063978797,,Y
3837.0,1304,CASH,4296,2023-03-32,
3838.0,3087,Crypto,2750.3221281063816,2023-03-32,
3839.0,2556,card,NaN,2023-03-32,Y
3840.0,3592,Crypto,4439.127918754822,2023-03-32,Y
3841.0,1187,,2611.881700154481,19/01/1997,
3842.0,3278,Crypto,NaN,2023-03-32,Y
,2659,Crypto,NaN,2023-03-32,Y
3844.0,2999,Crypto,NaN,12/03/2000,N
3845.0,1446,CASH,NaN,,
3846.0,999999,card,NaN,1993-01-22,N
3847.0,4163,Crypto,3042,1976-05-11,maybe
3848.0,983,Card,NaN,11/07/1977,
3849.0,2846,Cash,-711.7690848879747,2023-03-32,N
3850.0,2630,,1640.8058293901258,,
3851.0,1237,,4002,25/05/1993,Y
3852.0,3125,card,NaN,2023-03-32,N
3853.0,4947,Crypto,NaN,2023-03-32,Y
3854.0,2125,Card,2945,1992-02-26,Y
3855.0,4378,CASH,1274,2023-03-32,
3856.0,3346,Crypto,2799.912453250391,2023-03-32,maybe
,868,Card,NaN,14/06/2007,N
3858.0,3388,,-536.8741520498745,2005-02-13,Y
3859.0,4640,Crypto,-1434.960887405492,21/03/2001,
3860.0,3934,CASH,2368,2023-03-32,Y
3861.0,999999,CASH,NaN,2025-12-18,maybe
3862.0,582,,4739,1971-04-29,Y
3863.0,4530,Crypto,1201.341578614109,08/01/1991,
3864.0,3673,Crypto,-959.05019341249,2004-06-13,maybe
3865.0,1452,CASH,532.6725502221038,31/03/2025,N
3866.0,999999,,2375,,maybe
3867.0,3751,,2198.7209382234114,01/11/2024,maybe
3868.0,2296,Crypto,NaN,2020-06-28,Y
3869.0,3520,card,1469,21/12/1992,N
3870.0,2840,Card,3353,06/11/1986,
3871.0,4458,Cash,-1135.3880557962136,2023-03-32,maybe
3872.0,999999,card,848,2023-03-32,Y
3873.0,646,Crypto,3857,2017-12-04,N
3874.0,3736,card,4701,17/08/1973,N
3875.0,3399,CASH,4247.3577247897565,1988-11-11,N
3876.0,3248,Card,NaN,2001-04-01,Y
3877.0,2669,CASH,4050,23/11/1992,maybe
3878.0,4280,,42,2022-05-03,N
3879.0,3723,Cash,-50.61606650864951,1972-02-20,N
3880.0,2326,Crypto,1579,,
3881.0,4161,Cash,NaN,2023-03-32,
3882.0,887,Cash,335.97844971748236,06/04/1994,maybe
3883.0,761,,179.37956109243032,24/05/1982,Y
3884.0,904,card,1169,2023-03-32,maybe
3885.0,884,Card,2256,,
3886.0,2950,,586,1980-05-12,
3887.0,4978,,3218,2006-01-02,N
3888.0,4736,Cash,NaN,1973-08-17,N
3889.0,1033,CASH,NaN,18/06/1975,
3890.0,3019,Card,2214.167061398254,2023-03-32,
3891.0,1110,CASH,NaN,02/08/2022,N
3892.0,999999,Crypto,203.92611312556664,2023-03-32,maybe
3893.0,4059,Card,2494,09/09/2016,N
3894.0,960,Card,1810,2017-02-20,maybe
3895.0,3456,Crypto,NaN,2023-03-32,N
3896.0,999999,,1113,2023-03-32,N
3897.0,96,Crypto,721,,N
3898.0,639,Cash,-31.7842452202176,16/02/2004,N
3899.0,999999,Cash,NaN,1986-08-23,Y
3900.0,2846,card,1226,,
3901.0,3246,Card,2920.2870702978144,,maybe
3902.0,3524,Crypto,NaN,08/04/2005,N
3903.0,902,card,1222.0611281442502,,Y
3904.0,3071,CASH,2690,,
3905.0,3176,Card,NaN,2023-03-32,
3906.0,1423,Card,NaN,,maybe
3907.0,1489,Card,1756.0369317644495,,N
3908.0,2660,Crypto,3635,18/06/1970,
,2249,CASH,NaN,2023-03-32,N
3910.0,4358,,4539,2023-03-32,maybe
3911.0,999999,card,1704.4607371770571,29/04/1999,maybe
3912.0,2444,Cash,NaN,2020-04-12,
3913.0,1869,CASH,-1686.0685764685559,,N
3914.0,2868,Cash,NaN,31/07/2013,maybe
3915.0,4774,card,NaN,,N
3916.0,1679,Cash,1795.4604792795599,30/06/1993,N
3917.0,899,Card,NaN,,
3918.0,999999,Card,NaN,,N
3919.0,2213,Cash,4578.137561294664,2006-08-07,Y
,2467,Card,NaN,,N
3921.0,999999,card,2412,08/09/1978,N
,999999,card,749,31/08/1970,Y
3923.0,2234,CASH,NaN,1993-05-04,Y
3924.0,4461,CASH,896,,
3925.0,2629,Cash,NaN,,Y
3926.0,4559,,1973,05/10/1996,maybe
3927.0,1585,card,1041,2023-03-32,N
3928.0,4560,card,1064.821189962075,11/09/1999,N
3929.0,3379,Card,4971.186615937175,2023-03-32,maybe
3930.0,3890,card,NaN,07/08/1998,maybe
3931.0,4020,Crypto,3750,2023-03-32,maybe
3932.0,484,,2470,2023-03-32,Y
3933.0,1626,Card,1769,,maybe
3934.0,1014,CASH,802,2001-01-25,
3935.0,999999,Cash,1566,,
3936.0,1851,,435,2023-03-32,maybe
3937.0,999999,card,667.1629838984209,2023-03-32,Y
3938.0,1941,Cash,1562.6686978873458,,
3939.0,535,,NaN,,
3940.0,142,card,-1333.0634083332227,,Y
3941.0,1681,Crypto,665.1502133673998,2023-03-32,
3942.0,4367,Card,NaN,1991-12-25,
3943.0,887,card,NaN,24/09/2018,N
3944.0,999999,Card,NaN,1971-07-06,maybe
3945.0,3884,Cash,2943.558121823231,1970-10-05,N
3946.0,4590,card,2671,24/09/1987,N
3947.0,1761,CASH,3610.8635578478907,2023-03-32,N
3948.0,1655,Cash,-1419.013538179111,,
3949.0,4375,,1441,2022-03-25,
3950.0,3408,CASH,384.2433785516464,22/02/1997,maybe
3951.0,1926,CASH,3739.398136269263,28/08/1971,N
3952.0,4716,Card,NaN,,maybe
3953.0,176,,4910,2020-03-02,Y
3954.0,382,Cash,521.7865650622361,2023-03-32,
3955.0,2197,CASH,3160,,maybe
3956.0,1751,card,1023,23/05/1977,N
3957.0,1756,card,NaN,2023-03-32,
3958.0,999999,Cash,-1521.904131135086,26/10/1991,
3959.0,999999,CASH,758.9903554661973,1986-10-24,Y
3960.0,4723,card,-250.31018441797164,2023-03-32,N
3961.0,2074,Crypto,NaN,07/06/1978,
,4128,card,3216,2023-03-32,
3963.0,2415,Cash,-1307.2870716298785,,Y
3964.0,4755,Card,-856.3549381364201,,Y
3965.0,272,Cash,3198.882272443776,1996-10-13,N
3966.0,1578,,NaN,1990-04-10,Y
3967.0,999999,,3465.8655834201554,13/06/1988,N
3968.0,1996,Card,2461,15/07/2016,
3969.0,608,Card,NaN,2018-06-28,Y
3970.0,2817,card,2367.762669758452,10/11/2000,maybe
3971.0,3161,CASH,-850.6355681498751,2012-07-05,
3972.0,503,Cash,1233.0895265654694,23/05/1992,maybe
3973.0,1858,card,4963,27/04/1998,
3974.0,1620,CASH,-1865.0447777337133,2023-03-32,N
3975.0,2160,Card,NaN,20/09/1991,N
3976.0,2373,Crypto,296,2019-05-10,Y
3977.0,4253,Cash,2573,1993-05-26,maybe
3978.0,3961,Cash,2614,2014-11-02,N
3979.0,37,Card,NaN,,Y
3980.0,77,card,4047,,N
3981.0,4219,CASH,3675,2020-12-03,
3982.0,3990,,988,1990-11-26,
3983.0,4334,Card,NaN,,Y
3984.0,4225,Card,-1432.1583561457676,1976-02-26,N
3985.0,4991,,113,07/06/1988,Y
3986.0,403,card,NaN,,Y
3987.0,684,card,NaN,26/10/2015,Y
3988.0,247,Cash,1483,08/11/1993,Y
3989.0,292,Card,-31.272782231243582,,Y
3990.0,2905,Cash,-1929.4725014747014,24/09/1985,maybe
3991.0,800,Cash,3542,,N
3992.0,2150,Crypto,1601,,
3993.0,4031,Card,289,,Y
3994.0,1353,card,NaN,2010-05-29,maybe
3995.0,3086,Crypto,658,25/02/2011,N
3996.0,829,Card,2171.288745788701,2023-03-32,N
3997.0,3827,,1418,2023-03-32,N
3998.0,1332,Cash,NaN,,Y
3999.0,2977,CASH,3778,,Y
4000.0,3310,Card,1176.6181714877293,1996-08-19,
4001.0,2349,Cash,NaN,2023-03-32,Y
4002.0,3245,card,2661,,
4003.0,2912,,2677.388351987265,2023-03-32,
4004.0,1167,card,NaN,2023-03-32,Y
,3421,Crypto,4744,13/01/2001,N
4006.0,4890,Card,1496.3080227511277,,N
4007.0,4429,,3423,01/05/1983,
4008.0,2200,Card,-268.02990068254167,06/07/1981,
,2920,Card,3257.2230781407825,2023-03-32,
4010.0,2839,CASH,NaN,25/08/1980,Y
4011.0,489,CASH,NaN,28/07/1980,Y
4012.0,101,CASH,3952,28/02/1995,maybe
4013.0,3651,Crypto,1057,19/04/2020,N
4014.0,4929,Crypto,NaN,1986-02-12,maybe
4015.0,3454,Crypto,4414.263157559209,1999-05-08,N
4016.0,3759,Cash,2233,,Y
4017.0,3289,Cash,1149.7025952025251,03/09/2014,N
4018.0,3308,Card,NaN,,Y
4019.0,2724,Card,-591.6232751633222,30/10/1986,
4020.0,3705,Cash,NaN,,
4021.0,3614,card,3517.426343021629,22/09/1976,N
4022.0,999999,Card,NaN,07/07/2001,
4023.0,4102,,2098,2022-09-06,Y
4024.0,2583,card,-278.6702100123123,18/04/2013,Y
4025.0,2971,CASH,NaN,1985-07-23,Y
4026.0,3658,CASH,770,26/06/2014,maybe
4027.0,2259,Crypto,1875,,
4028.0,1995,card,1739.189218171985,28/12/2016,maybe
4029.0,1697,,3466,2023-03-32,Y
4030.0,3229,,NaN,1990-08-15,Y
4031.0,4290,Cash,891,2023-03-32,maybe
4032.0,3726,,810.8031845861806,,Y
4033.0,1063,,948.2686087406169,08/05/1991,maybe
4034.0,2159,Card,NaN,26/08/1981,maybe
4035.0,3320,Crypto,NaN,30/03/2008,Y
4036.0,445,Crypto,NaN,,Y
,1415,Card,NaN,1986-08-21,N
4038.0,417,Crypto,1369,,
4039.0,3126,Card,1319.7692420187254,2023-03-32,maybe
4040.0,3295,,1735.703697558179,1975-05-29,
,1375,CASH,NaN,1979-01-20,N
4042.0,1343,,-88.78370597125127,,Y
4043.0,702,Cash,4974,,
4044.0,4592,Cash,2976.334627569846,02/05/2003,Y
4045.0,897,card,4530.847218310528,1981-02-11,maybe
4046.0,3167,Card,1752,2023-03-32,maybe
4047.0,2487,Card,4357.407249782696,15/05/2024,maybe
4048.0,188,card,2899,1988-01-21,
4049.0,4665,Card,487.65921377250015,,Y
4050.0,4722,CASH,-544.1418903585952,2021-04-15,Y
4051.0,1795,,NaN,2023-03-32,Y
4052.0,2887,Crypto,NaN,23/07/1998,N
4053.0,4402,Crypto,NaN,2023-03-32,
4054.0,2310,,2385,2023-03-32,
4055.0,1062,Card,107,2022-03-12,N
4056.0,1185,CASH,-1308.84785661735,,N
4057.0,4115,,NaN,13/08/1987,
4058.0,3939,,3301,2012-09-27,Y
4059.0,999999,,NaN,2023-03-32,
4060.0,719,card,2997.619546156414,07/08/1974,
4061.0,1351,,NaN,09/01/2002,
4062.0,258,CASH,3502.991329817316,03/01/1974,Y
4063.0,3713,Card,131,2023-03-32,Y
4064.0,999999,card,NaN,2009-05-13,
4065.0,4862,Cash,4251.101600923257,2015-11-18,maybe
,3264,Crypto,3981,28/05/1994,Y
4067.0,2564,Crypto,NaN,2023-03-32,Y
4068.0,526,Cash,4847,,Y
4069.0,3789,,3727,,N
4070.0,2443,Cash,2270.1890659097835,10/07/1983,N
4071.0,1940,card,2596,2023-03-32,N
4072.0,3497,CASH,NaN,2023-03-32,Y
4073.0,1214,Cash,NaN,2023-03-32,
,501,,NaN,,maybe
4075.0,2403,,NaN,29/07/1984,maybe
4076.0,999999,CASH,4875,,maybe
4077.0,1703,CASH,97,2023-03-32,Y
4078.0,1351,Crypto,1783.6289680632144,,Y
4079.0,2162,CASH,NaN,1972-08-29,Y
4080.0,171,Card,NaN,2023-03-32,N
4081.0,3508,Crypto,4677,2023-03-32,maybe
4082.0,4941,Cash,4128.710832499959,2019-08-03,
4083.0,3662,Cash,372,2023-03-32,maybe
4084.0,4823,CASH,4668.278264302332,01/10/2012,
4085.0,3236,Card,NaN,,Y
4086.0,999999,CASH,NaN,,maybe
4087.0,2627,CASH,738.3533578201655,11/11/1985,N
4088.0,238,Cash,957,13/12/1977,N
4089.0,94,Cash,1640.9040800919602,2012-07-07,maybe
4090.0,3850,,2635.9937015887663,2002-07-26,maybe
4091.0,999999,Crypto,NaN,08/05/1974,
4092.0,3832,card,3813,2024-09-15,
4093.0,3025,CASH,1316.2522071719218,15/02/2024,Y
4094.0,658,Cash,NaN,2023-03-32,
4095.0,1719,Cash,NaN,2023-03-32,maybe
4096.0,3250,Card,1450,2018-11-20,maybe
4097.0,1048,,4670.335743089238,2023-03-32,Y
4098.0,999999,CASH,4331,2023-03-32,
4099.0,4913,Crypto,NaN,2025-11-04,Y
4100.0,2093,CASH,NaN,2023-03-32,N
4101.0,2142,CASH,3111.263715953827,04/03/2016,Y
4102.0,2701,,3148.3550882565714,2023-03-32,N
4103.0,715,CASH,3748,,Y
4104.0,759,,NaN,03/12/2012,maybe
4105.0,999999,Crypto,2115.206978954847,,N
4106.0,375,Cash,NaN,1978-02-17,
4107.0,953,,3249.4811176659186,1983-01-18,maybe
4108.0,999999,,3512.0014323060714,28/05/1979,Y
,433,CASH,4514.113515118113,24/02/1976,Y
4110.0,4716,Card,873,2023-03-32,maybe
4111.0,4671,CASH,NaN,2023-03-32,maybe
4112.0,3869,card,2596,2023-03-32,maybe
4113.0,3614,Cash,NaN,2005-12-31,
4114.0,4157,Card,489,1981-09-28,N
4115.0,4277,Crypto,NaN,2023-03-32,Y
4116.0,1336,,NaN,,maybe
4117.0,1273,,811.0284396178527,,
4118.0,4477,Crypto,NaN,,maybe
4119.0,3690,Cash,3999.512836012166,18/07/1989,maybe
4120.0,4471,card,NaN,2023-03-32,N
4121.0,491,Crypto,3279.488265775709,26/06/2014,
4122.0,2651,Cash,-211.26041031651403,1997-05-26,
4123.0,2745,Card,4813.804273812104,23/04/1970,N
4124.0,3784,Cash,NaN,2003-03-29,Y
4125.0,999999,Crypto,371,2023-03-32,Y
4126.0,4631,Card,4891.198187333069,11/12/1991,N
4127.0,4969,Card,NaN,01/10/2023,N
4128.0,2551,Crypto,NaN,,maybe
4129.0,2333,Crypto,1701,08/01/2021,Y
4130.0,1975,CASH,2407,2023-03-32,N
4131.0,1176,Cash,NaN,2023-03-32,maybe
4132.0,3342,,3652,1983-09-17,maybe
4133.0,3335,Cash,NaN,1984-04-07,Y
4134.0,1491,Cash,NaN,1975-05-24,maybe
4135.0,4805,Card,3319,2014-11-11,maybe
4136.0,518,Card,2894,2002-09-04,N
4137.0,3779,Crypto,NaN,2023-03-32,Y
4138.0,4121,Card,NaN,1974-05-24,
4139.0,1106,Card,2478,2023-03-32,
4140.0,1139,Cash,2956,2023-03-32,Y
4141.0,573,Crypto,NaN,2022-03-01,
4142.0,461,card,NaN,26/03/1985,
4143.0,3297,,NaN,07/10/2000,
4144.0,4652,CASH,949,2023-03-32,Y
4145.0,2164,CASH,NaN,14/09/1985,Y
4146.0,461,CASH,2891.344411074675,16/08/2000,Y
4147.0,999999,CASH,4285.218476905373,,N
4148.0,2672,Cash,NaN,1981-12-22,
4149.0,116,Crypto,NaN,2023-03-32,N
4150.0,4991,CASH,NaN,12/04/2003,Y
4151.0,3853,Cash,4416,31/01/1999,N
4152.0,26,card,NaN,1985-07-28,Y
4153.0,2561,Card,NaN,2008-05-21,N
4154.0,2709,,NaN,13/08/2023,Y
,3311,card,NaN,,Y
4156.0,1373,Crypto,NaN,1985-09-08,N
4157.0,4656,Cash,131.1777324212553,,Y
4158.0,3580,Crypto,1133.8732222303138,,maybe
4159.0,1953,Cash,2112.602190238288,25/06/2002,N
4160.0,4086,Card,NaN,2007-03-07,Y
4161.0,910,Cash,1928.4758715939374,07/12/2009,maybe
4162.0,999999,card,-1116.310751754846,,Y
4163.0,2691,CASH,4521,,N
4164.0,2319,Cash,2044.031118067725,2023-03-32,
4165.0,3819,,NaN,1975-07-07,N
4166.0,4327,card,NaN,,
4167.0,3667,Card,3050,01/08/1986,Y
4168.0,3566,card,2087,2023-03-32,N
4169.0,999999,CASH,-758.8427770211758,,
4170.0,3749,Cash,4284,16/07/2001,N
4171.0,4732,card,-1888.5595166901564,27/01/1981,maybe
4172.0,3518,card,3365,1974-07-28,Y
4173.0,2940,Cash,2758.8010783798245,2023-03-32,Y
4174.0,3593,Crypto,3280,1993-12-21,Y
4175.0,2063,Crypto,-1066.3465607095031,2023-03-32,
4176.0,4479,card,1643,2023-03-32,N
4177.0,4411,Cash,NaN,26/03/1997,maybe
4178.0,2573,,-1764.3180672957208,2023-03-32,N
4179.0,1264,CASH,4693.817493488936,,N
4180.0,1288,CASH,NaN,,Y
4181.0,1260,Cash,NaN,,maybe
4182.0,262,,NaN,04/12/1987,maybe
4183.0,585,card,NaN,,maybe
4184.0,999999,CASH,3109.225974356068,1986-03-01,
4185.0,1640,Card,1743.9453616578244,04/04/1978,N
4186.0,4978,Card,3291,1989-09-03,N
4187.0,4192,Crypto,427,1996-02-16,
4188.0,2595,Cash,NaN,03/02/2008,N
4189.0,190,CASH,374,,N
4190.0,2276,,872,12/03/1984,Y
4191.0,1203,Cash,472,1998-09-04,maybe
4192.0,3466,CASH,NaN,,N
4193.0,3237,Cash,847,,
4194.0,2493,card,NaN,,Y
,4309,Cash,2665.7954915096807,,maybe
4196.0,673,card,-1692.1739306221962,1990-04-14,maybe
4197.0,2819,Card,2181,,
4198.0,4764,Crypto,-363.8987225828373,08/08/1990,N
4199.0,1385,Cash,NaN,2020-04-28,maybe
4200.0,1387,,3826,17/06/1975,N
4201.0,2546,card,NaN,2023-03-32,maybe
4202.0,2354,Cash,NaN,1986-06-08,Y
4203.0,637,Card,1605.596230550545,05/03/1993,N
4204.0,1838,Card,367,2023-03-32,Y
,4746,Crypto,NaN,,Y
,4600,card,NaN,18/09/2010,
4207.0,2342,Crypto,NaN,2023-03-32,
4208.0,999999,Crypto,NaN,2023-03-32,N
4209.0,2916,CASH,NaN,18/08/1988,maybe
4210.0,4598,,1807.3965170537872,1978-05-27,
4211.0,999999,,4824.356011252129,,maybe
4212.0,3852,card,3105.6575477073293,2023-03-32,N
4213.0,1402,Cash,-305.64658888800295,2023-03-32,maybe
4214.0,999999,card,NaN,10/04/2007,N
4215.0,1833,CASH,NaN,2023-03-32,N
4216.0,1414,Crypto,8.022106135026206,2023-03-32,
4217.0,2592,card,662.1385171405595,2023-03-32,maybe
4218.0,3780,,NaN,,N
4219.0,993,,445.5311527990061,1985-09-17,Y
4220.0,2342,CASH,3819.6565752751367,22/03/1970,maybe
,328,Cash,2993,06/04/1995,
4222.0,1704,Cash,NaN,1998-03-29,Y
4223.0,4057,,355.4239754799255,2023-03-32,maybe
4224.0,999999,CASH,2121,,maybe
4225.0,3274,Cash,-983.0222002893083,,
4226.0,2266,,3148,,Y
4227.0,4761,Crypto,NaN,1977-05-11,maybe
4228.0,4761,Crypto,927.7190855576291,1988-02-06,Y
,999999,Card,-1974.6341588744967,2023-03-32,N
4230.0,3537,CASH,4763,,N
4231.0,999999,CASH,NaN,2023-03-32,N
4232.0,1225,Cash,2009,2006-01-02,
4233.0,4463,Cash,2410,20/08/2004,maybe
4234.0,2097,CASH,NaN,23/07/2005,maybe
4235.0,4523,CASH,3533.4149830411634,,N
4236.0,795,Card,NaN,,Y
4237.0,1988,card,NaN,1996-09-09,N
4238.0,1981,card,NaN,,N
4239.0,1801,,2451,2023-09-07,maybe
4240.0,2434,Cash,3441,1981-05-27,N
4241.0,189,Card,2615,1998-05-04,Y
4242.0,4371,Card,682,2023-03-32,Y
4243.0,2275,Crypto,2652,2023-03-32,
4244.0,999999,Card,2197.8538093513553,2023-03-32,maybe
4245.0,415,card,NaN,,N
4246.0,999999,card,NaN,2023-03-32,maybe
4247.0,3069,card,3606.674980329012,2023-03-32,maybe
,2319,Crypto,NaN,,Y
4249.0,1171,card,NaN,2023-03-32,Y
4250.0,1948,Cash,4787,27/03/1977,Y
4251.0,999999,,NaN,2023-03-32,maybe
4252.0,4530,card,463.49961640081665,,N
,2770,Card,1975,04/01/2003,maybe
4254.0,3538,Crypto,NaN,27/10/1986,N
4255.0,1550,Card,1051,,
4256.0,3805,card,4566,2023-03-32,Y
4257.0,1732,Crypto,485,2023-03-32,Y
4258.0,3888,Crypto,4460.136906433291,2020-09-03,
4259.0,2024,,NaN,08/03/2016,N
4260.0,3297,,-633.2942783383646,1974-02-21,
4261.0,3865,Crypto,1570.6109618405967,2023-03-32,Y
4262.0,411,,4411,14/05/2009,N
4263.0,4616,Card,3775.8372598559417,28/05/1992,maybe
4264.0,968,Crypto,NaN,1993-07-18,
4265.0,972,Cash,NaN,,maybe
4266.0,2098,Crypto,4533.900065778449,,
4267.0,1292,Card,3083,,maybe
4268.0,3665,,3260.4299897636993,2023-03-32,Y
4269.0,4866,CASH,3391,2004-12-18,Y
,1457,card,2220,2023-03-32,maybe
4271.0,999999,Crypto,-469.27228238949033,2023-03-32,
4272.0,3180,Cash,1678,2007-11-13,maybe
4273.0,2371,,160.01896293199889,2023-03-32,maybe
4274.0,1083,card,NaN,27/11/1975,
4275.0,2180,card,1346,2023-03-32,N
4276.0,3709,card,3322.6928144839385,2023-03-32,Y
4277.0,21,Cash,4455,04/01/1979,N
4278.0,4636,Card,NaN,2003-04-04,Y
4279.0,4825,Crypto,3437.826244399773,14/11/2013,Y
,3370,CASH,NaN,22/05/1994,maybe
4281.0,999999,card,-1431.9467840527718,20/07/2025,N
4282.0,999999,card,783,,
4283.0,75,CASH,2871.987831252165,,
4284.0,2095,Card,NaN,03/12/2007,
4285.0,659,card,2775,2023-03-32,Y
4286.0,1735,card,4658.0867027436325,2023-03-32,maybe
4287.0,3852,Crypto,NaN,2023-11-25,N
4288.0,3397,CASH,NaN,,maybe
4289.0,2693,,4156,2023-03-32,Y
4290.0,2991,,3074,1994-03-15,
4291.0,224,Crypto,4842.762591664606,2006-07-21,N
4292.0,4221,Crypto,23,,Y
4293.0,1732,Card,4300.066357261945,03/09/1980,maybe
4294.0,4214,Crypto,3696,16/05/1977,Y
4295.0,215,CASH,482.07241355424685,,Y
4296.0,1076,Card,3536,2023-03-32,N
4297.0,2720,CASH,NaN,2014-12-14,maybe
,1875,Card,-232.4585607361803,19/09/2002,Y
4299.0,1989,Crypto,NaN,2015-09-01,
4300.0,1891,CASH,4497,2023-03-32,Y
4301.0,551,card,4936,1974-04-12,N
,4554,Card,2567,1976-07-04,maybe
4303.0,4795,CASH,128,2025-01-23,Y
4304.0,3956,card,NaN,17/02/1995,maybe
4305.0,3927,CASH,447,1990-02-07,
4306.0,999999,card,451,1989-05-13,
4307.0,3403,CASH,NaN,2023-03-32,
4308.0,1936,Crypto,3579.563482753675,,Y
4309.0,999999,Card,NaN,2023-03-32,
4310.0,3077,card,627,25/11/2004,
4311.0,143,CASH,4280,,N
4312.0,2644,card,NaN,2023-03-32,
4313.0,1079,Cash,NaN,2002-09-25,N
4314.0,4934,Cash,4332,2023-03-32,maybe
4315.0,4768,Card,2926,2021-09-21,maybe
4316.0,3298,,1957,,Y
4317.0,1364,,194.5595725478138,,N
4318.0,2406,Crypto,4059,1978-07-03,Y
4319.0,3648,CASH,352,2023-03-32,maybe
4320.0,1862,CASH,NaN,1991-02-01,
4321.0,999999,Crypto,NaN,02/12/1989,maybe
4322.0,4326,Cash,NaN,1983-10-27,N
4323.0,4199,,126,1972-10-22,maybe
4324.0,1382,CASH,-1053.786485515006,13/06/1989,N
4325.0,999999,Card,NaN,,Y
4326.0,4957,Crypto,NaN,2021-10-20,N
4327.0,999999,,-1048.721275789907,1978-06-19,maybe
4328.0,1071,Cash,4537.111214256298,,N
4329.0,1205,CASH,3324,2023-03-32,N
4330.0,2900,Card,NaN,,
4331.0,999999,Crypto,2799,,N
4332.0,2622,Cash,NaN,,N
4333.0,3295,CASH,3441,,maybe
4334.0,4298,CASH,NaN,24/08/2025,
4335.0,1973,Cash,4502.768636073673,2023-03-32,
4336.0,2219,CASH,-524.7980656541631,1984-10-24,maybe
4337.0,2613,Cash,NaN,,N
4338.0,4962,Crypto,NaN,2023-03-32,Y
4339.0,3455,,NaN,,Y
4340.0,999999,Card,NaN,2023-03-32,N
4341.0,3953,Cash,4842,16/02/1995,maybe
4342.0,2716,Card,986,1982-11-04,
4343.0,3107,Card,686,,Y
4344.0,2679,Card,NaN,07/03/2016,Y
4345.0,957,card,NaN,,N
